POS,Name,STU,MOV,CON,PBABIP,HRR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,STM,HLD,G,GS,IP,R,HR/9,K%,BB%,ERA+,FIP-,rWAR
SP,Anson Seibert,35,20,30,55,20,45,25,-,40,-,-,-,-,-,-,-,-,3,FB,93-95,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Frelianderson Seijas,30,40,20,55,35,30,30,30,-,-,-,-,-,-,-,-,-,3,FB,88-90,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Oscar Sepulveda,25,20,25,40,20,30,20,-,-,25,-,-,-,-,-,-,-,3,FB,89-91,55,80,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Maicor Serrano,20,45,20,50,45,25,-,30,-,-,-,-,-,-,-,-,-,2,NEU,88-90,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Kenebell Sevelen,35,20,25,50,20,35,-,-,35,-,-,-,-,-,-,-,-,2,NEU,87-89,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Wander Severino,20,45,20,55,45,30,-,20,-,-,-,-,-,-,-,-,-,2,NEU,90-92,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ty Sexton,20,20,20,55,20,30,20,20,-,-,-,-,-,-,-,-,-,3,FB,90-92,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Matthew Sharman,20,20,20,45,20,-,20,-,25,20,-,-,-,-,-,-,-,3,NEU,90-92,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brayden Sharp,30,30,40,40,30,35,35,35,-,-,-,-,-,-,-,-,-,3,FB,88-90,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Zarion Sharpe,25,50,35,55,45,-,25,-,25,30,-,-,-,-,-,-,-,3,GB,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kade Shatwell,20,20,20,50,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,89-91,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Deven Sheerin,25,35,30,55,30,40,20,-,40,-,-,-,-,-,-,-,-,3,NEU,94-96,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cooper Sheff,25,20,20,40,20,35,-,20,25,-,-,-,-,-,-,-,-,3,FB,90-92,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Scott Sheley,20,25,25,40,20,30,20,-,-,-,25,-,-,-,-,-,-,3,FB,89-91,45,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ben Shenosky,20,25,20,45,20,30,20,20,-,-,-,-,-,-,-,-,-,3,FB,88-90,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Nick Sherrell,20,25,20,40,20,40,20,25,35,-,20,25,-,-,-,-,-,6,FB,96-98,70,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Luke Shilling,45,50,20,50,50,50,40,55,-,-,-,-,-,-,-,-,-,3,FB,93-95,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Logan Shore,30,50,50,55,50,40,35,-,40,-,-,-,-,-,-,-,-,3,FB,92-94,60,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Chris Shultz,20,25,20,40,20,30,-,-,30,-,-,-,-,-,-,-,-,2,FB,90-92,30,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Izaak Siefken,30,25,20,50,20,35,25,30,30,-,-,-,-,-,-,-,-,4,FB,89-91,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sonny Sieve,30,30,30,45,25,40,20,30,35,-,-,-,-,-,-,-,-,4,NEU,92-94,60,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brad Sievers,30,20,25,40,20,35,20,-,-,-,25,-,-,-,-,-,-,3,FB,89-91,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jackson Sigman,45,35,20,55,30,50,-,-,50,-,-,-,-,-,-,-,-,2,NEU,92-94,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Juan Silva,25,20,20,50,20,45,20,-,-,25,-,-,-,-,-,-,-,3,FB,95-97,60,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Fernando Silvera,20,25,20,55,20,25,20,-,25,-,-,-,-,-,-,-,-,3,NEU,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Gil Silverman,40,25,20,40,20,45,-,-,45,-,-,-,-,-,-,-,-,2,NEU,95-97,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Miguel Sime Jr.,35,35,20,55,25,-,20,-,40,35,-,-,-,-,-,-,-,3,GB,96-98,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Josh Simmons,20,35,20,45,35,25,20,-,-,-,20,-,-,-,-,-,-,3,NEU,89-91,65,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Will Simmons,25,25,20,50,20,30,20,-,25,-,-,-,-,-,-,-,-,3,FB,89-91,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mike Sitko,20,35,30,40,30,25,20,25,20,-,-,-,-,-,-,-,-,4,NEU,88-90,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ryan Slattery,30,25,25,50,20,30,25,30,-,-,-,-,-,-,-,-,-,3,FB,89-91,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sam Slodic,20,20,20,60,20,20,20,25,20,-,-,-,-,-,-,-,20,5,EX FB,85-87,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Von Smeltzer,25,20,20,50,20,-,-,-,25,25,-,-,-,-,-,-,-,2,NEU,86-88,35,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Anthony Smith,20,20,20,40,20,25,20,25,20,-,-,-,-,-,-,-,-,4,NEU,87-89,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ben Smith,20,25,20,45,20,30,20,25,25,-,-,-,-,-,-,-,-,4,FB,90-92,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Benjamin Smith,30,25,25,45,20,35,25,30,-,-,-,-,-,-,-,-,-,3,FB,90-92,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Brandon Smith,20,30,20,55,20,30,-,-,25,-,-,-,-,-,-,-,-,2,NEU,89-91,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Brett Smith,40,25,30,40,20,45,-,35,-,-,-,-,-,-,-,-,-,2,NEU,96-98,30,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Drew Smith,50,45,45,55,40,60,40,45,50,-,-,50,-,-,-,-,-,5,EX FB,95-97,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Grayson Smith,30,30,30,50,25,40,25,20,30,-,-,-,-,-,-,-,-,4,FB,92-94,45,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jack Smith,20,30,20,50,20,30,25,20,25,-,-,-,-,-,-,-,-,4,NEU,88-90,40,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jaylen Smith,35,30,20,50,20,35,30,45,-,-,-,-,-,-,-,-,-,3,FB,87-89,30,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tate Smith,35,35,25,45,30,40,30,40,40,-,-,-,-,-,-,-,-,4,NEU,91-93,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Drew Smyly,45,45,50,55,45,50,-,65,-,-,-,45,-,-,-,-,-,3,FB,92-94,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dan Snyder,20,20,20,45,20,30,20,20,25,-,-,-,-,-,-,-,-,4,EX FB,89-91,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Drew Sofield,20,25,30,40,20,25,20,25,25,-,-,-,-,-,-,-,-,4,FB,89-91,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Santiago Sojo,35,30,20,55,20,40,20,30,-,-,-,-,-,-,-,-,-,3,FB,92-94,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Leandro Solano,30,30,20,50,20,35,-,-,30,-,-,-,-,-,-,-,-,2,FB,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Alexander Solis,20,20,20,45,20,35,20,20,-,-,-,-,-,-,-,-,-,3,FB,91-93,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Peter Solomon,40,50,45,55,50,45,40,40,40,-,-,40,-,-,-,-,-,5,FB,93-95,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Cristofer Soriano,20,20,20,25,20,20,20,-,-,-,-,-,-,-,-,-,-,2,NEU,75-80,20,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Eduardo Soriano,30,45,20,55,40,35,35,25,-,-,-,-,-,-,-,-,-,3,FB,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jeromy Sosa,35,30,20,50,20,40,-,-,35,-,-,-,-,-,-,-,-,2,NEU,90-92,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,John Sosa,30,45,20,50,45,30,-,-,30,-,-,-,-,-,-,-,-,2,FB,88-90,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Juan Sosa,25,30,20,50,20,35,20,25,-,-,-,-,-,-,-,-,-,3,NEU,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yordanny Sosa,20,20,20,50,20,30,20,-,25,-,-,-,-,-,-,-,-,3,FB,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Victor Soteldo,30,40,20,55,40,30,35,-,30,-,-,-,-,-,-,-,-,3,NEU,87-89,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Salvador Sotelo,35,30,30,45,20,40,-,35,-,-,-,-,-,-,-,-,-,2,NEU,93-95,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ernesto Soto,20,20,20,40,20,30,20,-,-,-,-,20,-,-,-,-,-,3,NEU,89-91,50,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,German Soto,35,20,20,40,20,40,20,-,-,-,-,30,-,-,-,-,-,3,EX FB,90-92,30,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tee Southisene,20,20,20,45,20,30,20,20,-,-,-,-,-,-,-,-,-,3,FB,89-91,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,August Souza,30,20,20,35,20,30,-,-,30,-,-,-,-,-,-,-,-,2,NEU,87-89,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dylan Spacke,30,50,45,50,50,40,30,-,35,-,-,-,-,-,-,-,-,3,NEU,92-94,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ryan Spalliero,30,20,20,50,20,40,20,-,35,-,-,-,-,-,-,-,-,3,EX FB,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kyler Spencer,20,20,20,40,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,88-90,55,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ryan Speshyock,30,25,20,40,20,40,25,30,-,-,-,-,-,-,-,-,-,3,FB,92-94,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Itai Spinoza,25,20,25,45,20,30,30,30,-,-,-,-,-,-,-,-,-,3,EX FB,86-88,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Turner Spoljaric,30,20,25,55,20,35,25,30,-,-,-,-,-,-,-,-,-,3,FB,90-92,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Graham Spraker,50,45,20,50,45,50,40,60,-,-,-,-,-,-,-,-,-,3,NEU,93-95,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Fitz Stadler,50,50,20,50,50,55,45,-,60,50,-,-,-,-,-,-,-,4,NEU,94-96,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Matt Stage,20,30,30,50,25,35,-,-,-,25,-,25,-,-,-,-,-,3,NEU,92-94,65,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Brett Standlee,20,45,40,55,45,35,20,30,-,-,-,-,-,-,-,-,-,3,NEU,92-94,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Max Stanley,30,20,20,45,20,35,25,30,35,-,-,-,-,-,-,-,-,4,NEU,89-91,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Randy Starkey,40,25,20,45,20,40,-,-,-,25,-,30,-,-,-,-,-,3,NEU,91-93,30,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Mike Staten,20,30,25,45,20,45,-,-,30,-,-,-,-,-,-,-,-,2,NEU,95-97,35,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Thrasher Steed,30,20,20,50,20,35,20,30,35,-,-,-,-,-,-,-,-,4,FB,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jim Steiniger,30,20,30,40,20,40,-,20,-,-,-,25,-,-,-,-,-,3,NEU,91-93,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jordan Stephens,40,45,20,45,45,-,40,-,45,45,-,-,-,-,-,-,-,3,GB,91-93,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zachary Stevens,20,20,20,40,20,30,20,20,25,-,-,-,-,-,-,-,-,4,FB,90-92,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dorian Stevenson,30,40,30,40,40,-,30,25,30,-,20,35,-,-,-,20,-,6,NEU,91-93,65,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Bradley Stewart,20,20,20,40,20,30,20,-,25,-,-,-,-,-,-,-,-,3,FB,90-92,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Braxton Stewart,20,20,25,40,20,25,25,-,25,-,-,-,-,-,-,-,-,3,FB,86-88,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zach Stichweh,30,20,20,50,20,35,20,-,30,-,-,-,-,-,-,-,-,3,EX FB,90-92,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Joey Stock,35,50,30,55,50,45,30,35,-,-,-,-,-,-,-,-,-,3,FB,95-97,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Greylin Stockton,40,35,25,60,30,45,35,-,-,35,-,35,-,-,-,-,-,4,NEU,93-95,70,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cole Stokes,35,35,20,50,30,45,25,-,40,-,-,-,-,-,-,-,-,3,NEU,93-95,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dakota Stone,35,20,20,50,20,40,25,35,35,-,-,-,-,-,-,-,-,4,FB,91-93,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,GAVIN STONE,45,45,50,55,45,50,45,40,45,45,-,40,-,-,-,-,-,6,FB,95-97,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,JT Story,25,20,20,50,20,30,-,30,-,-,-,-,-,-,-,-,-,2,EX FB,86-88,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dan Straily,40,45,45,55,40,40,-,35,35,-,-,35,-,40,-,-,-,5,EX FB,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tate Strickland,35,30,20,50,25,45,25,-,40,-,-,-,-,-,-,-,-,3,NEU,94-96,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ross Stripling,35,50,65,50,50,40,35,25,35,35,-,35,-,-,-,-,-,6,FB,92-94,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brady Strohm,20,25,30,50,20,-,25,-,25,25,-,25,-,-,-,-,-,4,FB,88-90,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Marços Stromp,35,20,20,35,20,35,-,-,25,25,-,20,-,-,-,-,-,4,FB,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Landon Stump,35,30,25,45,30,40,35,40,-,-,-,-,-,-,-,-,-,3,FB,90-92,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Mitchell Stumpo,45,50,30,50,50,45,40,-,45,-,-,-,-,-,-,-,-,3,FB,92-94,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Mario Suarez,30,30,25,40,20,40,20,-,-,-,25,-,-,-,-,-,-,3,NEU,91-93,65,70,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Quinn Sullivan,20,20,20,50,20,25,20,25,-,-,-,-,-,-,-,-,-,3,EX FB,88-90,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Nick Sulpizio,35,30,35,45,25,40,30,-,35,-,-,-,-,-,-,-,-,3,NEU,90-92,45,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Beau Sulser,35,45,50,50,45,40,35,-,30,-,-,40,-,-,-,-,-,4,NEU,91-93,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Fraylin Suriel,20,45,20,50,40,25,30,20,-,-,-,-,-,-,-,-,-,3,NEU,87-89,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Damian Sustaita,20,20,20,35,20,30,20,-,-,-,-,-,-,-,-,20,-,3,EX FB,89-91,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Richie Swain,25,25,20,50,20,40,20,-,35,-,-,-,-,-,-,-,-,3,FB,92-94,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Karsten Sweum,20,25,20,50,20,30,20,20,25,-,-,-,-,-,-,-,-,4,NEU,90-92,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Noah Syndergaard,35,50,60,50,50,45,35,35,40,40,-,-,-,-,-,-,-,5,NEU,94-96,60,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zak Szabo,25,20,25,55,20,30,20,25,30,-,-,-,-,-,-,-,-,4,EX FB,89-91,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tommy Szczepanski,20,30,20,50,20,35,20,20,-,-,-,-,-,-,-,-,-,3,FB,92-94,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Rafael Tabolda,20,25,20,50,20,30,-,20,-,-,-,-,-,-,-,-,-,2,NEU,89-91,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Danny Taggart,30,30,30,50,25,35,25,-,30,-,-,-,-,-,-,-,-,3,FB,90-92,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jim Taggart,20,20,20,40,20,35,-,-,-,20,-,25,-,-,-,-,-,3,FB,93-95,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Hiroshi Takahashi,20,20,20,55,20,30,-,25,-,-,-,-,-,-,-,-,-,2,FB,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jose Talamantes,25,20,20,45,20,30,20,-,25,20,-,-,-,-,-,-,-,4,NEU,89-91,65,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Emerson Talavera,25,45,25,60,45,35,25,20,-,-,-,-,-,-,-,-,-,3,NEU,91-93,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Alfonso Tamayo,30,25,20,40,20,30,20,-,-,-,30,-,-,-,-,-,-,3,FB,88-90,45,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Eduardo Tamayo,20,20,25,40,20,25,20,25,-,-,20,-,-,-,-,-,-,4,EX FB,89-91,55,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tetsuya Tanaka,30,20,20,40,20,30,20,-,-,25,-,-,-,-,-,-,-,3,EX FB,87-89,45,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brock Tapper,25,25,20,45,20,25,25,30,-,-,-,-,-,-,-,-,-,3,NEU,87-89,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Andri Tavarez,30,50,20,60,45,-,30,30,-,30,-,-,-,-,-,-,-,3,GB,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Justin Taylor,30,20,25,40,20,30,20,-,-,-,-,25,-,-,-,-,-,3,NEU,88-90,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Nate Taylor,25,20,20,45,20,35,20,-,30,-,-,-,-,-,-,-,-,3,NEU,91-93,45,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Troy Taylor,50,45,45,55,45,-,35,-,65,55,-,-,-,-,-,-,-,3,GB,97-99,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Nate Teague,30,30,25,45,20,40,30,-,35,-,-,-,-,-,-,-,-,3,FB,92-94,45,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Julio Teheran,40,45,55,55,45,40,40,-,40,-,-,40,-,-,-,-,-,4,FB,89-91,45,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Danery Tejada,30,50,20,60,45,25,35,30,25,-,-,-,-,-,-,-,-,4,FB,86-88,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Erick Tejeda,20,20,20,55,20,25,20,-,25,-,-,-,-,-,-,-,-,3,FB,88-90,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jefren Tejeda,35,30,20,50,20,35,25,35,-,-,-,-,-,-,-,-,-,3,FB,87-89,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Shane Telfer,35,40,20,50,35,40,35,35,-,-,-,-,-,-,-,-,-,3,FB,89-91,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brent Teller,40,45,45,50,40,40,35,40,40,-,-,-,-,-,-,-,-,4,NEU,90-92,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brian Terry,35,20,25,40,20,40,25,30,35,30,-,-,-,-,-,-,-,5,NEU,90-92,65,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brayton Thomas,30,20,20,45,20,35,20,-,35,-,-,-,-,-,-,-,-,3,NEU,90-92,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Hayden Thomas,30,25,20,40,20,35,25,30,-,-,-,-,-,-,-,-,-,3,NEU,90-92,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jason Thomas,20,30,20,40,30,30,20,-,20,-,-,-,-,-,-,-,-,3,NEU,89-91,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Joe Thomas,20,25,30,45,20,35,20,30,-,-,-,-,-,-,-,-,-,3,FB,91-93,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Parker Thomas,25,35,20,40,30,-,-,-,35,25,-,-,-,-,-,-,-,2,GB,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Steve Thomas,30,25,25,40,20,35,25,-,-,30,-,-,-,-,-,-,-,3,NEU,89-91,65,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Tyler Thomas,40,45,35,50,40,45,35,35,40,-,-,-,-,-,-,-,-,4,NEU,92-94,35,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dakota Thompson,25,20,20,35,20,35,20,25,30,20,-,-,-,-,-,-,-,5,NEU,90-92,60,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Darrell Thompson,45,40,30,55,35,50,-,-,45,-,-,45,-,-,-,-,-,3,FB,91-93,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jake Thompson,40,45,25,55,45,45,30,35,-,-,-,-,-,-,-,-,-,3,NEU,93-95,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tyree Thompson,45,45,45,55,45,50,50,-,50,-,-,-,-,-,-,-,-,3,FB,91-93,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Daniel Tillo,30,45,40,50,45,-,20,-,35,35,-,-,-,-,-,-,-,3,EX GB,93-95,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cameron Tilly,25,35,35,45,30,35,-,20,25,-,30,-,-,-,-,-,-,4,NEU,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tucker Timmerman,30,35,35,45,30,35,25,30,35,-,-,-,-,-,-,-,-,4,NEU,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Marcos Tineo,40,50,35,50,50,40,40,-,40,-,-,-,-,-,-,-,-,3,GB,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Reagan Todd,45,45,40,45,45,55,45,45,-,-,-,-,-,-,-,-,-,3,FB,93-95,25,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Andy Tomjack,20,20,20,40,20,25,20,-,-,20,-,20,-,-,-,-,-,4,GB,87-89,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Houston Tomlinson,25,30,25,50,25,40,20,25,-,-,-,-,-,-,-,-,-,3,NEU,93-95,40,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Austin Tommasini,30,20,25,50,20,35,25,30,-,-,-,-,-,-,-,-,-,3,FB,89-91,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Bill Torres,30,25,25,40,20,35,25,30,-,30,-,-,-,-,-,-,-,4,FB,88-90,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Sergio Torres,30,20,20,35,20,30,20,30,-,-,-,-,-,-,-,-,-,3,FB,87-89,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Aaron Tottingham,20,25,25,40,20,35,20,20,-,25,-,-,-,-,-,-,-,5,FB,91-93,70,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Nik Toups,30,20,20,45,20,35,25,35,-,-,-,-,-,-,-,-,-,3,NEU,89-91,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brent Tousant,35,30,20,45,20,35,30,30,30,-,30,-,-,-,-,35,-,6,EX FB,89-91,65,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Eduardo Tovar,35,30,20,55,20,35,25,40,-,-,-,-,-,-,-,-,-,3,NEU,88-90,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jhemiangel Tovar,30,20,20,50,20,30,20,-,30,-,-,-,-,-,-,-,-,3,NEU,88-90,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
